;CO(GT);PT08.S1(CO);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH;Month;Hour
6397;1.4;1073.0;336.0;768.0;89.0;1329.0;12.5;76.4;1.1021;12;7
6398;4.2;1435.0;804.0;501.0;131.0;1787.0;12.9;73.8;1.0937;12;8
6399;5.0;1477.0;860.0;444.0;139.0;1972.0;13.3;70.7;1.0749;12;9
6400;4.4;1337.0;745.0;525.0;145.0;1655.0;14.3;66.1;1.0711;12;1
6401;3.4;1308.0;685.0;537.0;137.0;1559.0;15.4;63.9;1.1071;12;11
6402;2.8;1245.0;639.0;569.0;128.0;1531.0;15.9;62.7;1.1273;12;12
6403;3.4;1295.0;668.0;538.0;128.0;1579.0;16.4;61.9;1.1465;12;13
6404;2.9;1338.0;469.0;539.0;123.0;1600.0;18.0;58.0;1.1901;12;14
6405;3.9;1405.0;605.0;500.0;136.0;1735.0;19.2;57.9;1.2757;12;15
6406;4.0;1456.0;641.0;490.0;137.0;1753.0;18.1;62.1;1.2822;12;16
6407;4.9;1516.0;774.0;455.0;151.0;1881.0;16.7;67.3;1.2707;12;17
6408;7.7;1707.0;1001.0;375.0;171.0;2260.0;15.8;70.7;1.2601;12;18
6409;9.4;1816.0;1184.0;341.0;171.0;2405.0;15.4;73.0;1.2688;12;19
6410;7.8;1713.0;1020.0;371.0;161.0;2196.0;15.4;73.0;1.2648;12;2
6411;6.6;1646.0;964.0;401.0;154.0;2049.0;15.3;73.6;1.2691;12;21
6412;4.7;1468.0;741.0;472.0;127.0;1783.0;15.1;74.3;1.2623;12;22
6413;4.8;1443.0;757.0;486.0;115.0;1760.0;14.2;78.0;1.254;12;23
6414;3.2;1289.0;564.0;587.0;102.0;1515.0;14.1;81.4;1.3066;12;0
6415;2.6;1194.0;434.0;667.0;100.0;1433.0;14.4;82.7;1.3496;12;1
6416;2.1;1165.0;308.0;661.0;86.0;1452.0;14.1;84.1;1.3461;12;2
6417;1.3;1003.0;246.8967349054159;843.0;113.09125081011017;1289.0;14.1;84.8;1.3544;12;3
6418;1.1;986.0;133.0;883.0;80.0;1249.0;14.0;84.1;1.3389;12;4
6419;0.7;930.0;103.0;975.0;74.0;1215.0;13.9;85.1;1.3449;12;5
6420;0.9;988.0;178.0;897.0;82.0;1267.0;13.8;85.5;1.3469;12;6
6421;1.5;1094.0;289.0;739.0;96.0;1378.0;13.8;85.3;1.3412;12;7
6422;3.8;1528.0;736.0;487.0;124.0;1839.0;13.7;84.5;1.3202;12;8
6423;6.0;1628.0;928.0;416.0;142.0;2081.0;13.9;83.9;1.3284;12;9
6424;5.1;1555.0;897.0;455.0;154.0;1834.0;14.6;81.6;1.3448;12;1
6425;3.6;1290.0;596.0;586.0;144.0;1544.0;15.8;74.7;1.3336;12;11
6426;3.0;1280.0;481.0;555.0;144.0;1599.0;16.4;72.1;1.336;12;12
6427;3.1;1302.0;495.0;544.0;139.0;1636.0;16.8;70.3;1.3341;12;13
6428;3.3;1332.0;460.0;524.0;138.0;1716.0;17.9;66.3;1.3499;12;14
6429;3.4;1332.0;445.0;548.0;134.0;1664.0;18.8;62.7;1.3506;12;15
6430;4.6;1493.0;618.0;466.0;150.0;1893.0;19.0;61.6;1.3407;12;16
6431;6.9;1648.0;858.0;401.0;173.0;2177.0;17.7;68.3;1.3713;12;17
6432;5.1;1482.0;634.0;463.0;134.0;1883.0;16.5;71.7;1.3358;12;18
6433;4.9;1501.0;575.0;476.0;128.0;1832.0;15.7;72.7;1.2872;12;19
6434;6.1;1601.0;738.0;422.0;132.0;2111.0;15.0;74.4;1.2593;12;2
6435;6.2;1421.0;739.0;496.0;134.0;1804.0;14.6;75.2;1.2405;12;21
6436;3.0;1232.0;472.0;606.0;107.0;1504.0;14.0;75.7;1.2051;12;22
6437;3.4;1270.0;542.0;586.0;101.0;1528.0;13.1;78.7;1.1817;12;23
6438;3.5;1257.0;577.0;592.0;94.0;1520.0;12.6;78.4;1.1419;12;0
6439;3.2;1246.0;568.0;621.0;99.0;1462.0;12.8;77.9;1.1438;12;1
6440;2.9;1166.0;451.0;643.0;90.0;1408.0;12.1;79.4;1.1201;12;2
6441;2.1;1062.0;246.8967349054159;724.0;113.09125081011017;1305.0;11.6;80.1;1.0899;12;3
6442;2.1527495439145166;1005.0;242.0;779.0;71.0;1246.0;11.6;79.7;1.0858;12;4
6443;1.7;1032.0;277.0;751.0;71.0;1266.0;11.4;81.1;1.0928;12;5
6444;1.7;1034.0;291.0;740.0;66.0;1305.0;11.5;81.7;1.1033;12;6
6445;1.3;1024.0;277.0;800.0;70.0;1266.0;12.4;77.1;1.1072;12;7
6446;2.8;1243.0;510.0;595.0;90.0;1539.0;12.3;79.0;1.1293;12;8
6447;2.5;1148.0;451.0;680.0;102.0;1395.0;12.2;83.9;1.189;12;9
6448;2.7;1182.0;584.0;654.0;102.0;1431.0;12.2;85.1;1.2079;12;1
6449;1.5;1015.0;260.0;796.0;94.0;1263.0;12.4;80.1;1.1462;12;11
6450;2.6;1175.0;492.0;668.0;122.0;1422.0;13.0;77.8;1.1641;12;12
6451;3.1;1224.0;580.0;630.0;124.0;1476.0;11.8;86.5;1.1981;12;13
6452;2.5;1123.0;373.0;709.0;103.0;1346.0;11.9;85.7;1.1912;12;14
6453;2.6;1187.0;497.0;685.0;115.0;1408.0;11.9;88.7;1.2352;12;15
6454;2.5;1116.0;413.0;758.0;107.0;1316.0;12.3;87.0;1.2422;12;16
6455;2.3;1131.0;444.0;728.0;120.0;1356.0;12.7;84.4;1.2352;12;17
6456;3.1;1215.0;533.0;653.0;120.0;1441.0;13.1;81.7;1.2284;12;18
6457;1.9;1077.0;325.0;773.0;108.0;1302.0;13.1;80.4;1.2038;12;19
6458;2.5;1210.0;439.0;679.0;115.0;1456.0;13.4;79.9;1.2254;12;2
6459;3.1;1181.0;506.0;689.0;124.0;1400.0;13.8;76.8;1.206;12;21
6460;2.0;1088.0;349.0;766.0;109.0;1307.0;14.0;75.9;1.2064;12;22
6461;1.9;1054.0;235.0;830.0;93.0;1282.0;13.5;78.3;1.2097;12;23
6462;2.4;1096.0;378.0;795.0;103.0;1285.0;13.0;79.2;1.182;12;0
6463;2.0;1042.0;304.0;808.0;106.0;1267.0;12.4;77.5;1.1115;12;1
6464;1.2;887.0;180.0;969.0;96.0;1132.0;12.3;71.2;1.0175;12;2
6465;1.0;884.0;246.8967349054159;1034.0;113.09125081011017;1105.0;12.2;69.6;0.986;12;3
6466;1.0;862.0;148.0;1033.0;81.0;1100.0;12.3;67.5;0.9624;12;4
6467;0.8;821.0;106.0;1132.0;70.0;1070.0;12.7;65.6;0.9566;12;5
6468;0.6;797.0;87.0;1235.0;60.0;1047.0;12.5;65.9;0.9533;12;6
6469;0.7;802.0;96.0;1237.0;63.0;1042.0;12.4;65.4;0.9426;12;7
6470;0.8;848.0;120.0;1160.0;68.0;1068.0;13.2;62.5;0.943;12;8
6471;0.9;863.0;130.0;1088.0;68.0;1086.0;13.1;62.4;0.9366;12;9
6472;1.0;889.0;140.0;1001.0;66.0;1115.0;12.9;64.7;0.9564;12;1
6473;1.3;969.0;176.0;901.0;72.0;1191.0;13.0;67.6;1.009;12;11
6474;1.7;1013.0;209.0;826.0;81.0;1257.0;13.0;69.7;1.0403;12;12
6475;2.4;1100.0;309.0;774.0;89.0;1296.0;12.0;80.0;1.1167;12;13
6476;1.7;1019.0;226.0;828.0;85.0;1267.0;11.4;83.7;1.1278;12;14
6477;1.8;1061.0;246.0;745.0;86.0;1367.0;12.0;80.8;1.1264;12;15
6478;1.5;940.0;208.0;934.0;83.0;1177.0;11.5;81.0;1.101;12;16
6479;1.1;904.0;154.0;1022.0;77.0;1152.0;11.3;81.0;1.0851;12;17
6480;2.4;1120.0;275.0;744.0;93.0;1385.0;12.0;78.4;1.0954;12;18
6481;2.0;987.0;281.0;880.0;103.0;1212.0;12.1;75.5;1.0669;12;19
6482;1.5;971.0;237.0;905.0;90.0;1187.0;12.5;71.9;1.0351;12;2
6483;1.7;965.0;225.0;909.0;93.0;1173.0;12.6;70.5;1.0239;12;21
6484;1.0;873.0;143.0;1025.0;72.0;1120.0;12.5;69.1;1.0003;12;22
6485;1.0;892.0;146.0;1012.0;73.0;1111.0;13.1;64.3;0.9628;12;23
6486;1.0;857.0;115.0;1094.0;64.0;1071.0;13.2;62.9;0.9517;12;0
6487;0.9;901.0;125.0;1034.0;66.0;1127.0;13.3;63.6;0.9673;12;1
6488;1.1;901.0;150.0;1022.0;71.0;1124.0;13.3;65.3;0.9948;12;2
6489;1.1;904.0;246.8967349054159;983.0;113.09125081011017;1157.0;12.7;72.2;1.0525;12;3
6490;0.6;857.0;78.0;1140.0;54.0;1130.0;11.9;79.6;1.1043;12;4
6491;0.7;881.0;108.0;1034.0;58.0;1157.0;11.8;81.4;1.1238;12;5
6492;0.9;913.0;181.0;926.0;72.0;1219.0;12.0;80.1;1.1231;12;6
6493;1.3;1012.0;302.0;819.0;89.0;1314.0;12.2;78.8;1.1178;12;7
6494;3.1;1314.0;587.0;589.0;112.0;1627.0;12.7;77.2;1.1298;12;8
6495;4.9;1479.0;712.0;471.0;131.0;2018.0;13.4;74.4;1.1407;12;9
6496;4.7;1299.0;698.0;566.0;161.0;1662.0;15.9;63.4;1.1349;12;1
6497;3.2;1221.0;576.0;641.0;135.0;1489.0;18.5;52.9;1.1174;12;11
6498;2.5;1171.0;438.0;655.0;119.0;1418.0;18.4;52.6;1.1064;12;12
6499;3.8;1316.0;562.0;538.0;144.0;1682.0;19.4;49.8;1.1095;12;13
6500;3.3;1208.0;467.0;573.0;130.0;1589.0;19.5;50.1;1.1225;12;14
6501;2.5;1145.0;323.0;621.0;109.0;1481.0;20.3;47.5;1.1187;12;15
6502;2.7;1189.0;391.0;599.0;114.0;1541.0;18.7;53.0;1.1322;12;16
6503;2.9;1173.0;379.0;597.0;115.0;1551.0;17.3;57.1;1.1161;12;17
6504;3.1;1237.0;387.0;570.0;123.0;1620.0;16.4;59.5;1.1017;12;18
6505;4.0;1253.0;433.0;571.0;138.0;1613.0;15.9;60.8;1.088;12;19
6506;3.1;1155.0;349.0;617.0;123.0;1511.0;15.5;60.7;1.0591;12;2
6507;2.7;1175.0;337.0;634.0;112.0;1480.0;15.3;63.1;1.0872;12;21
6508;1.7;1001.0;245.0;806.0;87.0;1264.0;16.6;58.5;1.0963;12;22
6509;1.5;1014.0;236.0;871.0;79.0;1233.0;14.6;64.7;1.0677;12;23
6510;1.4;966.0;191.0;900.0;74.0;1206.0;14.0;66.1;1.05;12;0
6511;1.4;987.0;273.0;901.0;75.0;1220.0;13.0;69.4;1.0364;12;1
6512;1.1;888.0;211.0;985.0;70.0;1138.0;13.1;67.4;1.0101;12;2
6513;1.1;911.0;246.8967349054159;947.0;113.09125081011017;1170.0;11.6;73.4;0.999;12;3
6514;2.1527495439145166;828.0;146.0;1074.0;64.0;1103.0;11.9;71.4;0.9921;12;4
6515;0.6;857.0;126.0;1126.0;63.0;1091.0;12.4;68.3;0.9801;12;5
6516;0.8;886.0;146.0;1082.0;67.0;1098.0;14.1;60.6;0.9715;12;6
6517;1.0;964.0;243.0;985.0;71.0;1146.0;12.9;64.2;0.9506;12;7
6518;2.8;1230.0;450.0;761.0;98.0;1431.0;11.7;68.9;0.9439;12;8
6519;3.4;1236.0;499.0;681.0;114.0;1566.0;12.5;65.8;0.9538;12;9
6520;3.3;1322.0;574.0;682.0;130.0;1591.0;14.5;61.1;1.0007;12;1
6521;4.1;1407.0;679.0;643.0;155.0;1638.0;16.9;54.2;1.0371;12;11
6522;3.5;1357.0;572.0;657.0;141.0;1583.0;17.4;53.3;1.0528;12;12
6523;3.0;1289.0;396.0;733.0;118.0;1635.0;18.8;49.3;1.0581;12;13
6524;3.6;1257.0;455.0;818.0;134.0;1545.0;19.4;47.1;1.051;12;14
6525;3.0;1199.0;423.0;818.0;123.0;1450.0;19.2;47.1;1.0371;12;15
6526;2.6;1181.0;356.0;629.0;117.0;1466.0;17.7;51.5;1.0315;12;16
6527;2.6;1175.0;350.0;628.0;110.0;1484.0;16.5;54.6;1.0164;12;17
6528;3.1;1202.0;359.0;606.0;115.0;1480.0;15.4;57.9;1.0068;12;18
6529;3.2;1170.0;358.0;618.0;116.0;1470.0;15.2;58.4;1.0007;12;19
6530;2.4;1115.0;289.0;649.0;99.0;1381.0;14.9;58.4;0.9843;12;2
6531;2.6;1130.0;359.0;657.0;115.0;1374.0;14.5;60.4;0.9909;12;21
6532;2.4;1195.0;355.0;646.0;104.0;1345.0;14.5;62.3;1.0216;12;22
6533;1.8;1111.0;244.0;720.0;92.0;1262.0;14.6;60.6;1.0033;12;23
6534;1.7;1092.0;194.0;750.0;84.0;1231.0;15.0;59.3;1.0045;12;0
6535;1.9;1111.0;176.0;746.0;81.0;1254.0;14.7;60.3;1.0031;12;1
6536;1.4;992.0;170.0;1035.0;77.0;1149.0;15.3;59.1;1.0191;12;2
6537;1.5;1051.0;246.8967349054159;1305.0;113.09125081011017;1203.0;12.3;69.7;0.9954;12;3
6538;1.7;1080.0;212.0;1075.0;75.0;1262.0;11.6;72.5;0.9916;12;4
6539;1.0;893.0;146.0;990.0;69.0;1097.0;12.0;71.9;1.003;12;5
6540;0.9;923.0;177.0;988.0;67.0;1121.0;11.8;71.8;0.9909;12;6
6541;1.0;950.0;172.0;917.0;68.0;1139.0;11.8;71.4;0.9864;12;7
6542;1.0;947.0;159.0;985.0;68.0;1115.0;12.8;66.3;0.9804;12;8
6543;1.1;973.0;184.0;923.0;69.0;1157.0;13.2;65.2;0.9841;12;9
6544;1.7;1111.0;310.0;751.0;81.0;1280.0;13.1;66.2;0.9933;12;1
6545;2.3;1206.0;363.0;701.0;95.0;1365.0;14.3;63.3;1.0266;12;11
6546;2.1;1202.0;302.0;732.0;92.0;1330.0;16.0;58.1;1.0482;12;12
6547;2.7;1261.0;424.0;635.0;113.0;1407.0;17.3;53.9;1.0562;12;13
6548;2.3;1102.0;258.0;763.0;98.0;1279.0;17.3;53.3;1.0407;12;14
6549;1.2;997.0;179.0;911.0;82.0;1180.0;16.7;54.7;1.0311;12;15
6550;1.4;1049.0;221.0;870.0;96.0;1183.0;15.4;58.9;1.02;12;16
6551;1.9;1082.0;303.0;800.0;107.0;1207.0;15.2;58.0;0.9927;12;17
6552;2.6;1177.0;429.0;692.0;119.0;1324.0;16.2;54.5;0.9956;12;18
6553;2.4;1166.0;357.0;756.0;114.0;1301.0;16.5;55.3;1.0267;12;19
6554;3.5;1352.0;438.0;625.0;127.0;1524.0;14.6;72.1;1.1947;12;2
6555;3.5;1210.0;457.0;697.0;121.0;1404.0;13.9;76.7;1.2098;12;21
6556;2.2;1161.0;355.0;721.0;109.0;1370.0;13.7;79.3;1.2326;12;22
6557;2.3;1142.0;348.0;815.0;107.0;1329.0;13.8;77.3;1.2169;12;23
6558;1.9;1054.0;241.0;886.0;100.0;1254.0;14.2;71.7;1.1578;12;0
6559;1.0;926.0;134.0;1035.0;83.0;1145.0;14.9;65.7;1.105;12;1
6560;0.8;873.0;94.0;1155.0;66.0;1108.0;14.7;67.3;1.1177;12;2
6561;0.5;832.0;246.8967349054159;1264.0;113.09125081011017;1061.0;15.2;63.2;1.0821;12;3
6562;0.4;803.0;33.0;1451.0;30.0;1034.0;14.8;65.5;1.0965;12;4
6563;0.4;818.0;33.0;1509.0;29.0;1046.0;14.4;68.5;1.1158;12;5
6564;0.4;814.0;57.0;1426.0;41.0;1027.0;14.5;62.9;1.0335;12;6
6565;0.6;832.0;112.0;1346.0;63.0;1027.0;14.6;56.7;0.9358;12;7
6566;1.9;1091.0;358.0;844.0;114.0;1288.0;15.0;55.3;0.9338;12;8
6567;2.0;1019.0;287.0;1113.0;114.0;1235.0;14.5;56.5;0.9306;12;9
6568;1.4;937.0;263.0;1386.0;102.0;1141.0;14.3;55.4;0.9005;12;1
6569;1.4;950.0;282.0;1038.0;101.0;1145.0;14.7;52.5;0.8716;12;11
6570;1.5;962.0;286.0;993.0;103.0;1161.0;15.5;51.7;0.9033;12;12
6571;1.6;969.0;259.0;989.0;100.0;1189.0;14.9;53.4;0.8998;12;13
6572;1.8;1010.0;265.0;915.0;95.0;1257.0;15.2;51.0;0.8762;12;14
6573;1.4;946.0;249.0;945.0;99.0;1142.0;15.2;50.1;0.858;12;15
6574;1.7;988.0;268.0;876.0;102.0;1190.0;15.6;46.6;0.8176;12;16
6575;1.7;948.0;226.0;1539.0;105.0;1145.0;14.8;48.4;0.8069;12;17
6576;2.3;1045.0;301.0;1376.0;118.0;1259.0;14.6;48.0;0.7902;12;18
6577;3.2;1114.0;388.0;777.0;135.0;1301.0;15.1;45.4;0.7759;12;19
6578;2.6;1006.0;285.0;1028.0;124.0;1247.0;14.5;45.4;0.7458;12;2
6579;1.6;889.0;197.0;1379.0;100.0;1061.0;13.4;48.1;0.7374;12;21
6580;0.8;792.0;105.0;1972.0;66.0;946.0;12.3;48.7;0.6931;12;22
6581;0.7;808.0;88.0;1729.0;57.0;954.0;12.0;51.2;0.7179;12;23
6582;0.6;814.0;92.0;1613.0;58.0;965.0;11.9;54.6;0.7589;12;0
6583;0.7;827.0;88.0;1485.0;59.0;980.0;13.7;45.0;0.6991;12;1
6584;0.7;801.0;90.0;1489.0;60.0;940.0;14.7;37.5;0.622;12;2
6585;0.5;770.0;246.8967349054159;2081.0;113.09125081011017;901.0;13.8;36.8;0.576;12;3
6586;2.1527495439145166;721.0;42.0;2331.0;35.0;815.0;13.2;35.6;0.5375;12;4
6587;0.3;709.0;31.0;2559.0;27.0;787.0;12.0;37.3;0.5239;12;5
6588;0.4;734.0;51.0;2294.0;39.0;805.0;11.7;38.1;0.5223;12;6
6589;0.5;770.0;100.0;2683.0;63.0;839.0;11.5;38.0;0.5159;12;7
6590;1.4;919.0;315.0;2327.0;110.0;998.0;12.3;35.8;0.5086;12;8
6591;2.4;996.0;417.0;2318.0;128.0;1136.0;12.9;34.5;0.5102;12;9
6592;1.8;925.0;328.0;2542.0;122.0;1013.0;14.4;30.2;0.4911;12;1
6593;1.5;883.0;304.0;886.0;111.0;967.0;16.2;26.2;0.4789;12;11
6594;1.5;884.0;300.0;909.0;110.0;968.0;17.1;23.5;0.453;12;12
6595;1.8;920.0;306.0;849.0;114.0;1011.0;18.1;21.3;0.4396;12;13
6596;2.1;941.0;342.0;837.0;114.0;1036.0;18.8;20.0;0.4278;12;14
6597;1.7;934.0;324.0;873.0;111.0;1016.0;18.1;20.8;0.4274;12;15
6598;2.3;929.0;327.0;842.0;116.0;1001.0;17.6;19.9;0.3952;12;16
6599;2.9;972.0;404.0;764.0;148.0;1083.0;16.0;20.8;0.3757;12;17
6600;4.0;1073.0;575.0;675.0;177.0;1249.0;14.6;23.7;0.3903;12;18
6601;4.2;1050.0;539.0;662.0;164.0;1256.0;13.7;22.9;0.3581;12;19
6602;3.5;980.0;460.0;742.0;151.0;1102.0;12.8;21.7;0.3182;12;2
6603;2.6;872.0;386.0;918.0;147.0;910.0;12.7;21.3;0.3119;12;21
6604;1.3;802.0;202.0;1051.0;110.0;826.0;12.8;22.5;0.3309;12;22
6605;1.0;792.0;162.0;1122.0;99.0;810.0;12.6;23.4;0.3408;12;23
6606;1.6;857.0;261.0;1034.0;116.0;860.0;12.4;24.0;0.3443;12;0
6607;1.6;856.0;263.0;1041.0;121.0;853.0;12.5;24.0;0.3462;12;1
6608;1.1;869.0;159.0;1019.0;103.0;891.0;11.9;32.4;0.4489;12;2
6609;1.1;890.0;246.8967349054159;1015.0;113.09125081011017;897.0;11.7;33.8;0.4623;12;3
6610;0.8;834.0;111.0;1102.0;83.0;871.0;11.5;34.2;0.4621;12;4
6611;0.8;860.0;104.0;1105.0;76.0;873.0;10.5;37.8;0.4799;12;5
6612;1.0;909.0;221.0;933.0;107.0;948.0;7.8;47.4;0.5046;12;6
6613;1.2;955.0;243.0;1030.0;106.0;957.0;9.3;43.1;0.5062;12;7
6614;1.7;1035.0;356.0;947.0;124.0;1064.0;8.2;46.8;0.5091;12;8
6615;2.4;1087.0;429.0;711.0;134.0;1177.0;10.7;34.2;0.439;12;9
6616;2.8;1101.0;518.0;692.0;147.0;1130.0;14.4;28.2;0.4593;12;1
6617;2.9;1135.0;460.0;679.0;146.0;1161.0;17.4;23.3;0.4599;12;11
6618;2.6;1095.0;389.0;702.0;133.0;1152.0;17.8;23.6;0.4766;12;12
6619;2.3;986.0;362.0;815.0;120.0;1011.0;18.3;19.5;0.4044;12;13
6620;2.3;991.0;337.0;816.0;117.0;1035.0;18.9;18.9;0.4091;12;14
6621;1.7;926.0;254.0;931.0;109.0;945.0;18.4;19.7;0.4117;12;15
6622;1.8;974.0;281.0;857.0;112.0;1005.0;17.8;21.0;0.4234;12;16
6623;2.5;1042.0;369.0;756.0;131.0;1094.0;16.1;23.4;0.4248;12;17
6624;2.4;1006.0;350.0;781.0;133.0;1071.0;14.9;24.9;0.4178;12;18
6625;2.0;979.0;323.0;826.0;138.0;1018.0;14.6;24.6;0.4054;12;19
6626;2.3;1072.0;340.0;762.0;142.0;1075.0;14.2;26.8;0.4332;12;2
6627;2.9;1217.0;443.0;669.0;138.0;1167.0;13.3;38.7;0.5867;12;21
6628;2.0;1124.0;292.0;737.0;118.0;1126.0;11.2;45.1;0.6004;12;22
6629;2.5;1152.0;372.0;670.0;120.0;1206.0;8.8;52.5;0.5969;12;23
6630;3.0;1216.0;443.0;685.0;132.0;1183.0;8.6;54.3;0.606;12;0
6631;2.4;1095.0;360.0;708.0;121.0;1219.0;8.1;53.2;0.5746;12;1
6632;2.6;1099.0;401.0;715.0;117.0;1164.0;6.8;57.8;0.5768;12;2
6633;2.0;974.0;246.8967349054159;832.0;113.09125081011017;1035.0;6.6;58.1;0.5687;12;3
6634;2.1;1091.0;273.0;703.0;102.0;1148.0;5.4;64.1;0.5772;12;4
6635;1.7;955.0;199.0;843.0;95.0;1017.0;5.6;61.6;0.5656;12;5
6636;1.5;975.0;177.0;777.0;81.0;1043.0;4.2;69.0;0.5737;12;6
6637;1.3;909.0;206.0;936.0;95.0;953.0;4.8;64.6;0.563;12;7
6638;1.9;992.0;323.0;821.0;111.0;1052.0;4.0;69.0;0.5661;12;8
6639;2.0;1018.0;392.0;780.0;118.0;1085.0;4.9;66.3;0.5786;12;9
6640;2.7;1100.0;420.0;728.0;130.0;1131.0;9.4;48.7;0.5748;12;1
6641;2.4;1101.0;333.0;751.0;116.0;1085.0;12.6;39.9;0.5804;12;11
6642;2.7;1148.0;395.0;701.0;128.0;1165.0;14.4;35.3;0.5763;12;12
6643;3.2;1253.0;478.0;633.0;156.0;1253.0;15.1;37.4;0.6374;12;13
6644;3.4;1229.0;470.0;638.0;169.0;1226.0;16.0;35.8;0.6456;12;14
6645;3.2;1250.0;508.0;629.0;168.0;1274.0;17.5;30.8;0.6095;12;15
6646;4.3;1432.0;596.0;547.0;178.0;1396.0;17.2;34.2;0.6669;12;16
6647;5.0;1530.0;694.0;491.0;178.0;1550.0;14.3;45.8;0.7452;12;17
6648;6.3;1604.0;968.0;466.0;188.0;1650.0;12.2;53.9;0.7617;12;18
6649;4.6;1352.0;658.0;570.0;169.0;1362.0;11.6;51.2;0.6965;12;19
6650;3.1;1235.0;409.0;640.0;133.0;1213.0;11.3;50.1;0.672;12;2
6651;2.6;1127.0;345.0;751.0;125.0;1120.0;10.6;51.2;0.6541;12;21
6652;2.1;1073.0;230.0;896.0;110.0;1058.0;9.6;51.7;0.6163;12;22
6653;2.1;1074.0;285.0;888.0;112.0;1064.0;8.7;55.2;0.6225;12;23
6654;2.5;1133.0;310.0;825.0;112.0;1156.0;7.9;60.2;0.6432;12;0
6655;2.0;1021.0;224.0;961.0;102.0;1048.0;7.9;59.2;0.6331;12;1
6656;1.8;995.0;213.0;978.0;90.0;1056.0;6.7;64.6;0.6381;12;2
6657;1.3;882.0;246.8967349054159;1221.0;113.09125081011017;931.0;6.9;62.3;0.6227;12;3
6658;2.1527495439145166;869.0;103.0;1326.0;66.0;935.0;6.3;64.6;0.6197;12;4
6659;0.7;868.0;91.0;1238.0;64.0;919.0;6.4;63.3;0.6123;12;5
6660;0.9;921.0;178.0;1001.0;81.0;972.0;6.4;64.4;0.6204;12;6
6661;1.5;1041.0;351.0;829.0;106.0;1112.0;5.6;68.9;0.6328;12;7
6662;3.4;1275.0;587.0;596.0;140.0;1389.0;6.4;65.6;0.6348;12;8
6663;3.4;1238.0;475.0;748.0;138.0;1382.0;7.3;61.4;0.6306;12;9
6664;3.2;1288.0;576.0;937.0;165.0;1391.0;9.6;53.7;0.6409;12;1
6665;4.8;1422.0;920.0;775.0;214.0;1509.0;12.0;45.9;0.6421;12;11
6666;3.5;1293.0;710.0;784.0;178.0;1370.0;12.7;44.4;0.6512;12;12
6667;4.1;1410.0;696.0;690.0;187.0;1515.0;13.9;42.8;0.6761;12;13
6668;4.8;1425.0;744.0;691.0;203.0;1536.0;15.0;41.4;0.7016;12;14
6669;4.4;1590.0;743.0;575.0;204.0;1559.0;16.0;38.7;0.6987;12;15
6670;4.5;1520.0;801.0;568.0;198.0;1615.0;16.0;38.6;0.6952;12;16
6671;5.9;1595.0;1014.0;495.0;218.0;1822.0;14.1;44.9;0.7194;12;17
6672;9.9;1881.0;1479.0;334.0;269.0;2271.0;12.6;55.9;0.8142;12;18
6673;6.9;1633.0;1018.0;400.0;217.0;1880.0;11.7;60.8;0.8336;12;19
6674;4.3;1391.0;729.0;509.0;183.0;1514.0;11.5;60.9;0.8249;12;2
6675;2.9;1263.0;508.0;581.0;147.0;1338.0;10.6;64.1;0.8182;12;21
6676;2.0;1147.0;347.0;665.0;120.0;1214.0;10.1;66.2;0.8185;12;22
6677;1.7;1103.0;327.0;715.0;112.0;1174.0;9.0;70.1;0.8036;12;23
6678;1.9;1071.0;339.0;739.0;107.0;1150.0;8.6;70.5;0.7915;12;0
6679;2.0;1137.0;358.0;687.0;103.0;1234.0;7.6;74.3;0.7783;12;1
6680;1.9;1066.0;377.0;728.0;97.0;1174.0;6.9;76.1;0.759;12;2
6681;1.0;918.0;246.8967349054159;920.0;113.09125081011017;1032.0;8.0;70.6;0.7607;12;3
6682;0.8;895.0;165.0;977.0;74.0;1007.0;6.8;75.4;0.7475;12;4
6683;0.7;885.0;145.0;996.0;68.0;1015.0;6.6;75.3;0.7378;12;5
6684;1.1;964.0;282.0;824.0;92.0;1080.0;6.0;77.3;0.7262;12;6
6685;1.7;1088.0;494.0;715.0;111.0;1196.0;6.0;76.7;0.722;12;7
6686;3.1;1274.0;606.0;587.0;133.0;1412.0;6.9;73.7;0.7348;12;8
6687;4.4;1406.0;581.0;478.0;139.0;1767.0;7.6;70.6;0.7371;12;9
6688;5.6;1521.0;920.0;440.0;192.0;1843.0;9.3;64.2;0.7544;12;1
6689;4.4;1408.0;811.0;484.0;192.0;1608.0;11.7;55.7;0.763;12;11
6690;4.4;1377.0;786.0;499.0;206.0;1546.0;12.9;54.1;0.8003;12;12
6691;4.7;1470.0;677.0;481.0;182.0;1706.0;14.0;53.0;0.8451;12;13
6692;4.2;1416.0;612.0;609.0;192.0;1570.0;15.1;50.2;0.8552;12;14
6693;3.3;1383.0;524.0;785.0;188.0;1538.0;16.7;47.3;0.8883;12;15
6694;5.1;1574.0;775.0;460.0;186.0;1778.0;16.8;48.4;0.9175;12;16
6695;7.4;1099.8331664998332;1159.0;835.4936047158269;257.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;12;17
6696;9.3;1099.8331664998332;1310.0;835.4936047158269;248.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;12;18
